cell_type,BTC_0004,BTC_0009,BTC_0010,BTC_0011,BTC_0012,BTC_0013,BTC_0014,BTC_0015,BTC_0016,BTC_0017,BTC_0018,BTC_0019,BTC_0020,BTC_0022,BTC_0023,BTC_0024,BTC_0025,BTC_0026,BTC_0028,BTC_0029,BTC_0030,BTC_0032,BTC_0033,BTC_0034,BTC_0035,BTC_0036,BTC_0037,BTC_0038,BTC_0039,BTC_0040,BTC_0042,BTC_0045,BTC_8002
Macrophage_EPIC,0.00243529002539141,0.00249155252981862,0.0025869737587808,0.00660699502021226,0.000915805014765929,0.00205013870821265,7.71216565614806e-05,0.00160716188154873,0.00544036091398466,0.0135722420251403,0.00225692690657438,0.00154042550538801,0.00106475275094755,0.000756705863284493,0.00974645664795644,0.00389615761224795,0.00624326219312903,0.0020652806866009,0.00748540728910237,0.0021738176135359,0.00241413519705496,0.0105621084423734,0.00692555949963057,0.00245306177146308,0.0102975580198731,0.000994369477133265,0.00175351285806604,0.00774223936545744,0.00107312920727443,0.00743078910741826,0.00339437219920853,8.87461464451522e-05,0.00678043337186053
NK cell_EPIC,9.47987162623003e-10,9.98300038435161e-10,6.03977484660935e-10,2.7159965689496e-10,9.87116093460317e-08,8.92788402005605e-10,2.30789093975727e-09,7.3189079722319e-10,5.01829464446035e-09,2.71202876700531e-09,5.84227492405781e-11,1.77545969381224e-09,3.80617311705721e-09,3.83569933707821e-10,8.20246294783138e-10,2.77930017834215e-08,1.17529744510805e-09,0.000399913456165125,7.09718820156604e-08,9.76726462590747e-10,7.14646071562979e-10,4.22813266147371e-11,0.0024230396728314,2.09838887286889e-09,2.06232309909381e-09,0.00127481080100749,7.05607650361229e-10,5.44170833079773e-09,5.48545976971494e-10,1.36797801692186e-10,3.24073448510326e-11,4.12123441717717e-10,1.01289965750937e-09
uncharacterized cell_EPIC,0.816714473084579,0.882435367614931,0.888903253621719,0.772979721653714,0.890020842897257,0.672887561163803,0.751097088469497,0.672749122734359,0.85114651680961,0.8035128911996,0.910989245225889,0.937574857713147,0.820646047431196,0.881864611589369,0.756326771540503,0.842016503978165,0.911223227927031,0.931182891225324,0.896758452552031,0.906483511636903,0.906731407535803,0.686791536635645,0.829736729785791,0.840530868406754,0.680711055142944,0.796268050578841,0.784122022457246,0.888971895121898,0.898583602070005,0.828064451354468,0.894009623787113,0.779968608782819,0.899419744845357
T cell_MCPCOUNTER,2.00858666666667,2.35742046666667,1.61784453333333,5.3204364,3.78581566666667,1.93375253333333,0,1.19913306666667,1.75889733333333,1.70694146666667,0.723505333333333,0.862116933333333,2.3107352,2.45963673333333,6.89653706666667,1.34993553333333,0.951047933333333,1.73445206666667,1.7169706,1.68212346666667,1.29256786666667,4.6232646,6.36774033333333,4.55533353333333,2.94841546666667,2.01259326666667,3.969199,1.22088966666667,2.22167706666667,3.08959653333333,1.8613164,3.73054986666667,0.514114266666667
T cell CD8+_MCPCOUNTER,0.513758,0.611192,0.286196,2.09718,9.632819,0.0796049999999999,0,0,0.834255,0.47974,0,0,0,3.883322,5.522918,0.440936,0.998198,0.602978,1.003494,0.139011,0.508051,4.479148,1.276186,0,0.510509,0.123286,0.0594380000000001,0.28017,0.323077,0.78184,0.775504,0,0
cytotoxicity score_MCPCOUNTER,1.57733414285714,0.160217,0.683290571428571,2.89586328571429,0.151470714285714,0.176028142857143,0,0.0727142857142857,0.231583428571429,0.392454142857143,0.717265571428572,0.655491142857143,0.0964898571428572,1.14283528571429,4.24546142857143,0.111399285714286,0.818928714285714,2.95915414285714,1.88018971428571,1.27108114285714,0.584293,2.17318614285714,7.80444714285714,0.309703857142857,1.02968357142857,5.03745714285714,0.0720302857142857,0.381358857142857,0.219228571428571,1.47018014285714,0.239831714285714,0,0.0622178571428572
NK cell_MCPCOUNTER,1.04091075,0.385873375,0.2595925,0.6122805,0.1529765,0.55963225,0,0.199991625,0.0861855,0.04069275,0.184715375,0.044708875,0.407750375,0.663568375,0.40430875,0.1583455,0.31651525,0.815719125,0.361127,0.23252225,1.299168875,0.532619125,1.103863375,0.403239125,0.54587875,0.256397125,0.213411375,1.131390375,0.28227575,0.18796475,0.31949625,0,0.051104375
B cell_MCPCOUNTER,5.28645,14.9854332222222,2.05163566666667,316.348391111111,3.12755322222222,12.8680928888889,61.3911526666667,1.15322088888889,0.662909222222222,20.1862613333333,22.2509171111111,7.05419166666667,1.33563488888889,0.600931111111111,65.0284707777778,9.14677466666667,1.08446422222222,6.72840822222222,46.9755647777778,11.4584754444444,0.261304555555556,59.8395868888889,115.082171555556,15.8888491111111,29.3943541111111,5.369762,14.3851231111111,19.8345477777778,2.50534066666667,2.49310922222222,9.39474155555556,0,0.577409222222222
Monocyte_MCPCOUNTER,35.3706632857143,8.47172571428571,14.9880398571429,22.4529254285714,3.102111,6.13005071428571,4.55337428571429,3.927929,4.26914785714286,12.1816611428571,7.83202871428571,25.6066514285714,1.81928971428571,4.26050828571429,18.71403,9.74743957142857,16.407656,30.2400735714286,18.905551,25.9806574285714,31.2244045714286,38.2940454285714,8.74951785714286,8.27928557142857,21.5241738571429,43.6169368571429,6.23082071428571,31.0436532857143,3.82221542857143,14.1433021428571,20.0333397142857,0,10.9828241428571
Macrophage/Monocyte_MCPCOUNTER,35.3706632857143,8.47172571428571,14.9880398571429,22.4529254285714,3.102111,6.13005071428571,4.55337428571429,3.927929,4.26914785714286,12.1816611428571,7.83202871428571,25.6066514285714,1.81928971428571,4.26050828571429,18.71403,9.74743957142857,16.407656,30.2400735714286,18.905551,25.9806574285714,31.2244045714286,38.2940454285714,8.74951785714286,8.27928557142857,21.5241738571429,43.6169368571429,6.23082071428571,31.0436532857143,3.82221542857143,14.1433021428571,20.0333397142857,0,10.9828241428571
Myeloid dendritic cell_MCPCOUNTER,1.27144433333333,0.202988,2.42128316666667,2.87382433333333,0.0383368333333333,0.493741333333333,0,1.13080266666667,0.172447333333333,0.764423,0.9509655,0.625575166666667,0.140439833333333,1.56697733333333,2.786182,0.440027833333333,2.00835266666667,1.64541883333333,1.82478583333333,0.84102,0.771183166666667,4.3012705,1.63533583333333,0.509122833333333,4.84940166666667,0.464049333333333,7.534353,1.58934683333333,0.335281,2.7528815,1.65845316666667,0,0.084143
Neutrophil_MCPCOUNTER,15.5732650714286,8.02859964285714,7.959084,15.0044394285714,17.0660815714286,10.3103505714286,14.283823,9.42092057142857,6.68024942857143,6.66948935714286,4.05005828571429,3.89256064285714,5.815585,7.69174621428571,7.68959421428571,5.93148585714286,4.51930785714286,6.65071764285714,3.63275707142857,8.98126028571428,7.94570214285714,5.33326057142857,6.24134057142857,12.458178,10.2200307142857,12.3863007857143,14.7018855,7.31395164285714,8.6465395,25.8795465714286,8.88173078571429,3.52209578571429,4.6023355
Endothelial cell_MCPCOUNTER,4.29290036666667,3.16275563333333,3.13407096666667,6.8241153,1.58856193333333,5.18339756666667,4.98916243333333,4.46273826666667,3.71563813333333,3.78104016666667,3.66892946666667,4.95122436666667,3.45659413333333,3.35679136666667,4.7758903,3.05348526666667,3.10978283333333,4.81615,6.0934379,3.07974656666667,8.25036436666667,5.63063706666667,2.06564276666667,6.12759703333333,4.6087112,8.24053816666667,8.9483554,7.2128778,4.06652573333333,5.25718653333333,5.05678263333333,0.9866312,6.38192943333333
Cancer associated fibroblast_MCPCOUNTER,141.603054,49.273671625,56.348537625,89.936548375,34.860002875,258.47325625,111.111629375,141.505571125,62.998740125,109.780323625,52.552450125,28.9280935,130.839608,4.155107125,59.440766875,33.5306795,23.720918125,16.779793,75.5631485,122.908730375,47.962901,126.788683375,26.836197875,195.263191625,220.88173,186.060049375,58.92600375,32.791141125,69.999906375,58.07396975,91.186928125,46.04106325,39.173716375
